主要诊断编码,主要诊断名称,其他诊断编码,其他诊断名称,并发症评级,病案数
P23.600,先天性肺炎，其他细菌性病原体引起的,P74.001,新生儿短暂性代谢性酸中毒,合并症/并发症,4
P23.600,先天性肺炎，其他细菌性病原体引起的,P74.002,新生儿呼吸性酸中毒,合并症/并发症,3
P23.900,先天性肺炎,A49.900,细菌性感染,合并症/并发症,4
P23.900,先天性肺炎,D47.300,特发性(出血性)血小板增多症,合并症/并发症,3
P23.900,先天性肺炎,E77.801,低蛋白血症,合并症/并发症,8
P23.900,先天性肺炎,E87.201,代谢性酸中毒,合并症/并发症,3
P23.900,先天性肺炎,G93.801,室管膜病,合并症/并发症,14
P23.900,先天性肺炎,H10.900,结膜炎,合并症/并发症,11
P23.900,先天性肺炎,I50.906,心肌损害,严重合并症/并发症,17
P23.900,先天性肺炎,J94.804,胸腔积液,合并症/并发症,4
P23.900,先天性肺炎,P00.204,,合并症/并发症,3
P23.900,先天性肺炎,P05.001,低体重儿,合并症/并发症,8
P23.900,先天性肺炎,P05.102,足月小样低体重儿,合并症/并发症,7
P23.900,先天性肺炎,P07.100,其他低出生体重（1000-2499克）,合并症/并发症,4
P23.900,先天性肺炎,P07.101,低出生体重儿（1500-2499克）,合并症/并发症,24
P23.900,先天性肺炎,P07.300,早产婴儿，其他的,合并症/并发症,41
P23.900,先天性肺炎,P07.300x021,"早产儿(孕期等于或大于32整周,但小于37整周)",合并症/并发症,3
P23.900,先天性肺炎,P15.901,新生儿挤压综合征,合并症/并发症,17
P23.900,先天性肺炎,P21.900,出生窒息,严重合并症/并发症,3
P23.900,先天性肺炎,P28.500,新生儿呼吸衰竭,严重合并症/并发症,13
P23.900,先天性肺炎,P29.301,新生儿持续性肺动脉高压,合并症/并发症,5
P23.900,先天性肺炎,P29.400,新生儿短暂性心肌缺血,合并症/并发症,158
P23.900,先天性肺炎,P29.401,新生儿缺血缺氧性心肌损害,合并症/并发症,49
P23.900,先天性肺炎,P29.800x201,新生儿心脏生理性杂音,合并症/并发症,41
P23.900,先天性肺炎,P36.900,新生儿的细菌性脓毒症,严重合并症/并发症,8
P23.900,先天性肺炎,P36.901,新生儿脓毒症,严重合并症/并发症,3
P23.900,先天性肺炎,P39.300,新生儿泌尿道感染,严重合并症/并发症,17
P23.900,先天性肺炎,P39.900,特发于围生期的感染,合并症/并发症,7
P23.900,先天性肺炎,P54.800x002,新生儿结膜出血,合并症/并发症,6
P23.900,先天性肺炎,P54.900,新生儿出血,合并症/并发症,4
P23.900,先天性肺炎,P59.000,与早产有关的新生儿黄疸,严重合并症/并发症,28
P23.900,先天性肺炎,P61.100,新生儿红细胞增多症,合并症/并发症,10
P23.900,先天性肺炎,P61.200,早产性贫血,严重合并症/并发症,10
P23.900,先天性肺炎,P61.401,新生儿贫血,合并症/并发症,48
P23.900,先天性肺炎,P61.601,新生儿低凝血酶原血症,合并症/并发症,23
P23.900,先天性肺炎,P70.100,糖尿病母亲的婴儿综合征,合并症/并发症,9
P23.900,先天性肺炎,P70.400x001,新生儿低血糖症,合并症/并发症,26
P23.900,先天性肺炎,P71.100,新生儿低钙血症，其他的,合并症/并发症,4
P23.900,先天性肺炎,P74.001,新生儿短暂性代谢性酸中毒,合并症/并发症,12
P23.900,先天性肺炎,P74.002,新生儿呼吸性酸中毒,合并症/并发症,10
P23.900,先天性肺炎,P74.302,新生儿低钾血症,合并症/并发症,4
P23.900,先天性肺炎,P74.800x003,新生儿乳糖代谢紊乱,合并症/并发症,17
P23.900,先天性肺炎,P74.802,新生儿低蛋白血症,合并症/并发症,3
P23.900,先天性肺炎,P78.200x001,新生儿咽下综合征,合并症/并发症,3
P23.900,先天性肺炎,P78.300x001,新生儿非感染性腹泻,合并症/并发症,4
P23.900,先天性肺炎,P83.500,先天性鞘膜积液,合并症/并发症,4
P23.900,先天性肺炎,P91.400,新生儿大脑抑制,严重合并症/并发症,5
P23.900,先天性肺炎,P91.800x001,新生儿脑病,严重合并症/并发症,6
P23.900,先天性肺炎,P92.800x003,新生儿喂养不耐受,合并症/并发症,4
P23.900,先天性肺炎,Q21.100,房间隔缺损,严重合并症/并发症,11
P23.900,先天性肺炎,Q21.101,中央型房间隔缺损(卵圆孔型),严重合并症/并发症,232
P23.900,先天性肺炎,Q21.102,房间隔缺损(继发孔型),严重合并症/并发症,4
P23.900,先天性肺炎,Q21.103,上腔型房间隔缺损(高位缺损或静脉窦缺损),严重合并症/并发症,7
P23.900,先天性肺炎,Q22.200,先天性肺动脉瓣关闭不全,严重合并症/并发症,3
P23.900,先天性肺炎,Q22.801,先天性三尖瓣关闭不全,严重合并症/并发症,6
P23.900,先天性肺炎,Q25.000,动脉导管未闭,严重合并症/并发症,40
P23.900,先天性肺炎,R18.x00,腹水,合并症/并发症,6
P23.900,先天性肺炎,R18.x00x005,腹腔积液,合并症/并发症,10
P23.900,先天性肺炎,R93.400x001,膀胱充盈缺损,合并症/并发症,4
P24.001,新生儿胎粪吸入综合征,P07.300,早产婴儿，其他的,合并症/并发症,3
P24.001,新生儿胎粪吸入综合征,P21.900,出生窒息,严重合并症/并发症,4
P24.001,新生儿胎粪吸入综合征,P24.002,新生儿胎粪吸入性肺炎,合并症/并发症,3
P24.001,新生儿胎粪吸入综合征,P28.500,新生儿呼吸衰竭,严重合并症/并发症,3
P24.001,新生儿胎粪吸入综合征,P29.401,新生儿缺血缺氧性心肌损害,合并症/并发症,6
P24.001,新生儿胎粪吸入综合征,P39.200,胎儿羊膜腔内感染，不可归类在他处者,严重合并症/并发症,3
P24.001,新生儿胎粪吸入综合征,P61.601,新生儿低凝血酶原血症,合并症/并发症,4
P24.001,新生儿胎粪吸入综合征,P74.002,新生儿呼吸性酸中毒,合并症/并发症,4
P24.001,新生儿胎粪吸入综合征,P91.600,新生儿缺氧缺血性脑病,严重合并症/并发症,4
P24.001,新生儿胎粪吸入综合征,Q21.101,中央型房间隔缺损(卵圆孔型),严重合并症/并发症,12
P24.001,新生儿胎粪吸入综合征,Q25.000,动脉导管未闭,严重合并症/并发症,4
P24.102,新生儿羊水吸入综合征,P05.102,足月小样低体重儿,合并症/并发症,3
P24.102,新生儿羊水吸入综合征,P07.300x021,"早产儿(孕期等于或大于32整周,但小于37整周)",合并症/并发症,6
P24.102,新生儿羊水吸入综合征,P39.200,胎儿羊膜腔内感染，不可归类在他处者,严重合并症/并发症,3
P24.102,新生儿羊水吸入综合征,P54.801,新生儿视网膜出血,合并症/并发症,3
P24.102,新生儿羊水吸入综合征,P59.000,与早产有关的新生儿黄疸,严重合并症/并发症,5
P24.102,新生儿羊水吸入综合征,P61.401,新生儿贫血,合并症/并发症,3
P24.102,新生儿羊水吸入综合征,P70.400x001,新生儿低血糖症,合并症/并发症,4
P24.102,新生儿羊水吸入综合征,P74.001,新生儿短暂性代谢性酸中毒,合并症/并发症,3
P24.102,新生儿羊水吸入综合征,P74.002,新生儿呼吸性酸中毒,合并症/并发症,15
P24.102,新生儿羊水吸入综合征,P91.400,新生儿大脑抑制,严重合并症/并发症,5
P24.102,新生儿羊水吸入综合征,Q21.103,上腔型房间隔缺损(高位缺损或静脉窦缺损),严重合并症/并发症,3
P24.900,新生儿吸入综合征,P05.102,足月小样低体重儿,合并症/并发症,5
P24.900,新生儿吸入综合征,P07.100,其他低出生体重（1000-2499克）,合并症/并发症,4
P24.900,新生儿吸入综合征,P07.101,低出生体重儿（1500-2499克）,合并症/并发症,16
P24.900,新生儿吸入综合征,P07.300,早产婴儿，其他的,合并症/并发症,43
P24.900,新生儿吸入综合征,P23.900,先天性肺炎,合并症/并发症,4
P24.900,新生儿吸入综合征,P28.500,新生儿呼吸衰竭,严重合并症/并发症,7
P24.900,新生儿吸入综合征,P36.900,新生儿的细菌性脓毒症,严重合并症/并发症,3
P24.900,新生儿吸入综合征,P39.200,胎儿羊膜腔内感染，不可归类在他处者,严重合并症/并发症,3
P24.900,新生儿吸入综合征,P39.300,新生儿泌尿道感染,严重合并症/并发症,4
P24.900,新生儿吸入综合征,P39.900,特发于围生期的感染,合并症/并发症,4
P24.900,新生儿吸入综合征,P54.801,新生儿视网膜出血,合并症/并发症,9
P24.900,新生儿吸入综合征,P59.000,与早产有关的新生儿黄疸,严重合并症/并发症,35
P24.900,新生儿吸入综合征,P61.200,早产性贫血,严重合并症/并发症,3
P24.900,新生儿吸入综合征,P70.400x001,新生儿低血糖症,合并症/并发症,11
P24.900,新生儿吸入综合征,P74.001,新生儿短暂性代谢性酸中毒,合并症/并发症,21
P24.900,新生儿吸入综合征,P74.002,新生儿呼吸性酸中毒,合并症/并发症,10
P24.900,新生儿吸入综合征,P74.400,新生儿其他的暂时性电解质失调,合并症/并发症,3
P24.900,新生儿吸入综合征,P83.301,新生儿水肿,合并症/并发症,3
P24.900,新生儿吸入综合征,P91.400,新生儿大脑抑制,严重合并症/并发症,5
P24.900,新生儿吸入综合征,Q21.101,中央型房间隔缺损(卵圆孔型),严重合并症/并发症,3
P24.900,新生儿吸入综合征,Q25.000,动脉导管未闭,严重合并症/并发症,5
P24.901,新生儿吸入性肺炎,P05.102,足月小样低体重儿,合并症/并发症,3
P24.901,新生儿吸入性肺炎,P07.100,其他低出生体重（1000-2499克）,合并症/并发症,20
P24.901,新生儿吸入性肺炎,P07.101,低出生体重儿（1500-2499克）,合并症/并发症,40
P24.901,新生儿吸入性肺炎,P07.102,低出生体重儿（1000-1499克）,合并症/并发症,7
P24.901,新生儿吸入性肺炎,P07.300,早产婴儿，其他的,合并症/并发症,32
P24.901,新生儿吸入性肺炎,P07.300x001,早产儿,合并症/并发症,6
P24.901,新生儿吸入性肺炎,P07.300x021,"早产儿(孕期等于或大于32整周,但小于37整周)",合并症/并发症,54
P24.901,新生儿吸入性肺炎,P15.901,新生儿挤压综合征,合并症/并发症,4
P24.901,新生儿吸入性肺炎,P21.900,出生窒息,严重合并症/并发症,4
P24.901,新生儿吸入性肺炎,P22.000,新生儿呼吸窘迫综合征,严重合并症/并发症,11
P24.901,新生儿吸入性肺炎,P22.900,新生儿的呼吸窘迫,严重合并症/并发症,3
P24.901,新生儿吸入性肺炎,P25.100,起源于围生期的气胸,严重合并症/并发症,6
P24.901,新生儿吸入性肺炎,P27.100,起源于围生期的支气管肺发育不良,严重合并症/并发症,4
P24.901,新生儿吸入性肺炎,P28.400,新生儿的其他呼吸暂停,严重合并症/并发症,11
P24.901,新生儿吸入性肺炎,P28.500,新生儿呼吸衰竭,严重合并症/并发症,44
P24.901,新生儿吸入性肺炎,P28.800x101,新生儿鼻塞,合并症/并发症,5
P24.901,新生儿吸入性肺炎,P29.301,新生儿持续性肺动脉高压,合并症/并发症,7
P24.901,新生儿吸入性肺炎,P29.401,新生儿缺血缺氧性心肌损害,合并症/并发症,7
P24.901,新生儿吸入性肺炎,P29.800x201,新生儿心脏生理性杂音,合并症/并发症,3
P24.901,新生儿吸入性肺炎,P36.900,新生儿的细菌性脓毒症,严重合并症/并发症,50
P24.901,新生儿吸入性肺炎,P36.901,新生儿脓毒症,严重合并症/并发症,4
P24.901,新生儿吸入性肺炎,P39.200,胎儿羊膜腔内感染，不可归类在他处者,严重合并症/并发症,18
P24.901,新生儿吸入性肺炎,P39.300,新生儿泌尿道感染,严重合并症/并发症,7
P24.901,新生儿吸入性肺炎,P39.900,特发于围生期的感染,合并症/并发症,3
P24.901,新生儿吸入性肺炎,P54.300x001,新生儿胃肠道出血,严重合并症/并发症,5
P24.901,新生儿吸入性肺炎,P54.500,新生儿皮肤出血,合并症/并发症,3
P24.901,新生儿吸入性肺炎,P54.801,新生儿视网膜出血,合并症/并发症,13
P24.901,新生儿吸入性肺炎,P55.101,新生儿ABO溶血性黄疸,严重合并症/并发症,4
P24.901,新生儿吸入性肺炎,P59.000,与早产有关的新生儿黄疸,严重合并症/并发症,80
P24.901,新生儿吸入性肺炎,P61.000,短暂性新生儿血小板减少,严重合并症/并发症,4
P24.901,新生儿吸入性肺炎,P61.100,新生儿红细胞增多症,合并症/并发症,6
P24.901,新生儿吸入性肺炎,P61.200,早产性贫血,严重合并症/并发症,22
P24.901,新生儿吸入性肺炎,P61.401,新生儿贫血,合并症/并发症,13
P24.901,新生儿吸入性肺炎,P61.601,新生儿低凝血酶原血症,合并症/并发症,5
P24.901,新生儿吸入性肺炎,P70.400x001,新生儿低血糖症,合并症/并发症,30
P24.901,新生儿吸入性肺炎,P70.401,新生儿顽固性低血糖,合并症/并发症,5
P24.901,新生儿吸入性肺炎,P70.801,新生儿高血糖症,合并症/并发症,9
P24.901,新生儿吸入性肺炎,P70.900,胎儿和新生儿的暂时性碳水化合物代谢疾患,合并症/并发症,3
P24.901,新生儿吸入性肺炎,P71.100,新生儿低钙血症，其他的,合并症/并发症,5
P24.901,新生儿吸入性肺炎,P74.001,新生儿短暂性代谢性酸中毒,合并症/并发症,24
P24.901,新生儿吸入性肺炎,P74.002,新生儿呼吸性酸中毒,合并症/并发症,30
P24.901,新生儿吸入性肺炎,P74.302,新生儿低钾血症,合并症/并发症,3
P24.901,新生儿吸入性肺炎,P74.400,新生儿其他的暂时性电解质失调,合并症/并发症,4
P24.901,新生儿吸入性肺炎,P74.802,新生儿低蛋白血症,合并症/并发症,12
P24.901,新生儿吸入性肺炎,P78.800x004,新生儿贲门失弛缓,合并症/并发症,4
P24.901,新生儿吸入性肺炎,P83.301,新生儿水肿,合并症/并发症,12
P24.901,新生儿吸入性肺炎,P91.400,新生儿大脑抑制,严重合并症/并发症,8
P24.901,新生儿吸入性肺炎,P91.600,新生儿缺氧缺血性脑病,严重合并症/并发症,6
P24.901,新生儿吸入性肺炎,P91.800x001,新生儿脑病,严重合并症/并发症,5
P24.901,新生儿吸入性肺炎,Q21.100,房间隔缺损,严重合并症/并发症,6
P24.901,新生儿吸入性肺炎,Q21.101,中央型房间隔缺损(卵圆孔型),严重合并症/并发症,14
P24.901,新生儿吸入性肺炎,Q21.200,房室间隔缺损,严重合并症/并发症,3
P24.901,新生儿吸入性肺炎,Q25.000,动脉导管未闭,严重合并症/并发症,22
P25.100,起源于围生期的气胸,P28.500,新生儿呼吸衰竭,严重合并症/并发症,3
P27.100,起源于围生期的支气管肺发育不良,P07.101,低出生体重儿（1500-2499克）,合并症/并发症,3
P27.100,起源于围生期的支气管肺发育不良,P61.200,早产性贫血,严重合并症/并发症,4
P28.200,新生儿青紫发作,A49.900,细菌性感染,合并症/并发症,5
P28.200,新生儿青紫发作,P29.400,新生儿短暂性心肌缺血,合并症/并发症,4
P28.200,新生儿青紫发作,Q21.101,中央型房间隔缺损(卵圆孔型),严重合并症/并发症,4
P28.200,新生儿青紫发作,Q25.000,动脉导管未闭,严重合并症/并发症,3
P28.400,新生儿的其他呼吸暂停,P07.101,低出生体重儿（1500-2499克）,合并症/并发症,7
P28.400,新生儿的其他呼吸暂停,P07.300,早产婴儿，其他的,合并症/并发症,7
P28.400,新生儿的其他呼吸暂停,P39.300,新生儿泌尿道感染,严重合并症/并发症,3
P28.400,新生儿的其他呼吸暂停,P59.000,与早产有关的新生儿黄疸,严重合并症/并发症,6
P28.500,新生儿呼吸衰竭,P07.101,低出生体重儿（1500-2499克）,合并症/并发症,3
P28.500,新生儿呼吸衰竭,P07.300,早产婴儿，其他的,合并症/并发症,3
P28.500,新生儿呼吸衰竭,P29.301,新生儿持续性肺动脉高压,合并症/并发症,3
P28.500,新生儿呼吸衰竭,P36.900,新生儿的细菌性脓毒症,严重合并症/并发症,3
P28.500,新生儿呼吸衰竭,P39.200,胎儿羊膜腔内感染，不可归类在他处者,严重合并症/并发症,3
P28.500,新生儿呼吸衰竭,P59.000,与早产有关的新生儿黄疸,严重合并症/并发症,4
P29.400,新生儿短暂性心肌缺血,P39.900,特发于围生期的感染,合并症/并发症,3
P29.400,新生儿短暂性心肌缺血,Q21.101,中央型房间隔缺损(卵圆孔型),严重合并症/并发症,9
P29.400,新生儿短暂性心肌缺血,Q25.000,动脉导管未闭,严重合并症/并发症,3
P36.301,葡萄球菌性新生儿脓毒症,P07.300x021,"早产儿(孕期等于或大于32整周,但小于37整周)",合并症/并发症,3
P36.301,葡萄球菌性新生儿脓毒症,P59.000,与早产有关的新生儿黄疸,严重合并症/并发症,4
P36.301,葡萄球菌性新生儿脓毒症,P61.200,早产性贫血,严重合并症/并发症,4
P36.800x001,新生儿铜绿假单胞菌脓毒症,P39.200,胎儿羊膜腔内感染，不可归类在他处者,严重合并症/并发症,3
P36.900,新生儿的细菌性脓毒症,P05.102,足月小样低体重儿,合并症/并发症,4
P36.900,新生儿的细菌性脓毒症,P07.100,其他低出生体重（1000-2499克）,合并症/并发症,10
P36.900,新生儿的细菌性脓毒症,P07.101,低出生体重儿（1500-2499克）,合并症/并发症,6
P36.900,新生儿的细菌性脓毒症,P07.102,低出生体重儿（1000-1499克）,合并症/并发症,5
P36.900,新生儿的细菌性脓毒症,P07.300,早产婴儿，其他的,合并症/并发症,13
P36.900,新生儿的细菌性脓毒症,P07.300x001,早产儿,合并症/并发症,7
P36.900,新生儿的细菌性脓毒症,P07.300x021,"早产儿(孕期等于或大于32整周,但小于37整周)",合并症/并发症,3
P36.900,新生儿的细菌性脓毒症,P23.900,先天性肺炎,合并症/并发症,4
P36.900,新生儿的细菌性脓毒症,P24.901,新生儿吸入性肺炎,合并症/并发症,3
P36.900,新生儿的细菌性脓毒症,P27.000x001,肺发育未成熟,严重合并症/并发症,4
P36.900,新生儿的细菌性脓毒症,P28.400,新生儿的其他呼吸暂停,严重合并症/并发症,4
P36.900,新生儿的细菌性脓毒症,P28.500,新生儿呼吸衰竭,严重合并症/并发症,3
P36.900,新生儿的细菌性脓毒症,P39.200,胎儿羊膜腔内感染，不可归类在他处者,严重合并症/并发症,13
P36.900,新生儿的细菌性脓毒症,P39.300,新生儿泌尿道感染,严重合并症/并发症,4
P36.900,新生儿的细菌性脓毒症,P54.801,新生儿视网膜出血,合并症/并发症,4
P36.900,新生儿的细菌性脓毒症,P59.000,与早产有关的新生儿黄疸,严重合并症/并发症,19
P36.900,新生儿的细菌性脓毒症,P61.000,短暂性新生儿血小板减少,严重合并症/并发症,4
P36.900,新生儿的细菌性脓毒症,P61.200,早产性贫血,严重合并症/并发症,18
P36.900,新生儿的细菌性脓毒症,P61.401,新生儿贫血,合并症/并发症,3
P36.900,新生儿的细菌性脓毒症,P74.001,新生儿短暂性代谢性酸中毒,合并症/并发症,3
P36.900,新生儿的细菌性脓毒症,P74.100,新生儿脱水,合并症/并发症,4
P36.900,新生儿的细菌性脓毒症,P74.400,新生儿其他的暂时性电解质失调,合并症/并发症,3
P36.900,新生儿的细菌性脓毒症,Q33.600,肺发育不全和发育异常,合并症/并发症,3
P36.901,新生儿脓毒症,E77.801,低蛋白血症,合并症/并发症,3
P36.901,新生儿脓毒症,P05.001,低体重儿,合并症/并发症,3
P36.901,新生儿脓毒症,P07.101,低出生体重儿（1500-2499克）,合并症/并发症,4
P36.901,新生儿脓毒症,P07.300,早产婴儿，其他的,合并症/并发症,6
P36.901,新生儿脓毒症,P22.000,新生儿呼吸窘迫综合征,严重合并症/并发症,3
P36.901,新生儿脓毒症,P23.900,先天性肺炎,合并症/并发症,28
P36.901,新生儿脓毒症,P24.901,新生儿吸入性肺炎,合并症/并发症,6
P36.901,新生儿脓毒症,P28.500,新生儿呼吸衰竭,严重合并症/并发症,4
P36.901,新生儿脓毒症,P29.400,新生儿短暂性心肌缺血,合并症/并发症,16
P36.901,新生儿脓毒症,P29.800x201,新生儿心脏生理性杂音,合并症/并发症,8
P36.901,新生儿脓毒症,P39.200,胎儿羊膜腔内感染，不可归类在他处者,严重合并症/并发症,4
P36.901,新生儿脓毒症,P61.100,新生儿红细胞增多症,合并症/并发症,3
P36.901,新生儿脓毒症,P61.401,新生儿贫血,合并症/并发症,5
P36.901,新生儿脓毒症,P70.400x001,新生儿低血糖症,合并症/并发症,4
P36.901,新生儿脓毒症,P74.001,新生儿短暂性代谢性酸中毒,合并症/并发症,3
P36.901,新生儿脓毒症,P74.802,新生儿低蛋白血症,合并症/并发症,3
P36.901,新生儿脓毒症,Q21.101,中央型房间隔缺损(卵圆孔型),严重合并症/并发症,21
P36.901,新生儿脓毒症,Q25.000,动脉导管未闭,严重合并症/并发症,8
P39.200,胎儿羊膜腔内感染，不可归类在他处者,P05.102,足月小样低体重儿,合并症/并发症,3
P39.200,胎儿羊膜腔内感染，不可归类在他处者,P07.100,其他低出生体重（1000-2499克）,合并症/并发症,11
P39.200,胎儿羊膜腔内感染，不可归类在他处者,P07.101,低出生体重儿（1500-2499克）,合并症/并发症,16
P39.200,胎儿羊膜腔内感染，不可归类在他处者,P07.300,早产婴儿，其他的,合并症/并发症,24
P39.200,胎儿羊膜腔内感染，不可归类在他处者,P07.300x001,早产儿,合并症/并发症,4
P39.200,胎儿羊膜腔内感染，不可归类在他处者,P07.300x021,"早产儿(孕期等于或大于32整周,但小于37整周)",合并症/并发症,4
P39.200,胎儿羊膜腔内感染，不可归类在他处者,P12.300,产伤引起的头皮挫伤,合并症/并发症,3
P39.200,胎儿羊膜腔内感染，不可归类在他处者,P15.901,新生儿挤压综合征,合并症/并发症,10
P39.200,胎儿羊膜腔内感染，不可归类在他处者,P23.900,先天性肺炎,合并症/并发症,26
P39.200,胎儿羊膜腔内感染，不可归类在他处者,P24.900,新生儿吸入综合征,合并症/并发症,3
P39.200,胎儿羊膜腔内感染，不可归类在他处者,P24.901,新生儿吸入性肺炎,合并症/并发症,74
P39.200,胎儿羊膜腔内感染，不可归类在他处者,P28.400,新生儿的其他呼吸暂停,严重合并症/并发症,3
P39.200,胎儿羊膜腔内感染，不可归类在他处者,P29.401,新生儿缺血缺氧性心肌损害,合并症/并发症,44
P39.200,胎儿羊膜腔内感染，不可归类在他处者,P29.800x201,新生儿心脏生理性杂音,合并症/并发症,19
P39.200,胎儿羊膜腔内感染，不可归类在他处者,P36.900,新生儿的细菌性脓毒症,严重合并症/并发症,5
P39.200,胎儿羊膜腔内感染，不可归类在他处者,P54.801,新生儿视网膜出血,合并症/并发症,4
P39.200,胎儿羊膜腔内感染，不可归类在他处者,P55.102,新生儿ABO溶血性贫血,严重合并症/并发症,4
P39.200,胎儿羊膜腔内感染，不可归类在他处者,P59.000,与早产有关的新生儿黄疸,严重合并症/并发症,17
P39.200,胎儿羊膜腔内感染，不可归类在他处者,P61.100,新生儿红细胞增多症,合并症/并发症,20
P39.200,胎儿羊膜腔内感染，不可归类在他处者,P61.200,早产性贫血,严重合并症/并发症,8
P39.200,胎儿羊膜腔内感染，不可归类在他处者,P61.401,新生儿贫血,合并症/并发症,12
P39.200,胎儿羊膜腔内感染，不可归类在他处者,P61.601,新生儿低凝血酶原血症,合并症/并发症,10
P39.200,胎儿羊膜腔内感染，不可归类在他处者,P70.400x001,新生儿低血糖症,合并症/并发症,8
P39.200,胎儿羊膜腔内感染，不可归类在他处者,P74.001,新生儿短暂性代谢性酸中毒,合并症/并发症,6
P39.200,胎儿羊膜腔内感染，不可归类在他处者,P74.002,新生儿呼吸性酸中毒,合并症/并发症,4
P39.200,胎儿羊膜腔内感染，不可归类在他处者,P74.800x003,新生儿乳糖代谢紊乱,合并症/并发症,4
P39.200,胎儿羊膜腔内感染，不可归类在他处者,P91.800x001,新生儿脑病,严重合并症/并发症,4
P39.200,胎儿羊膜腔内感染，不可归类在他处者,Q21.100,房间隔缺损,严重合并症/并发症,3
P39.200,胎儿羊膜腔内感染，不可归类在他处者,Q21.101,中央型房间隔缺损(卵圆孔型),严重合并症/并发症,57
P39.200,胎儿羊膜腔内感染，不可归类在他处者,Q21.103,上腔型房间隔缺损(高位缺损或静脉窦缺损),严重合并症/并发症,4
P39.200,胎儿羊膜腔内感染，不可归类在他处者,Q25.000,动脉导管未闭,严重合并症/并发症,14
P39.300,新生儿泌尿道感染,P07.101,低出生体重儿（1500-2499克）,合并症/并发症,4
P39.300,新生儿泌尿道感染,P07.300,早产婴儿，其他的,合并症/并发症,4
P39.300,新生儿泌尿道感染,P59.000,与早产有关的新生儿黄疸,严重合并症/并发症,4
P39.401,新生儿脓皮病,Q21.101,中央型房间隔缺损(卵圆孔型),严重合并症/并发症,5
P39.800x004,新生儿沙门菌感染,P28.800x101,新生儿鼻塞,合并症/并发症,4
P39.800x004,新生儿沙门菌感染,P29.800x201,新生儿心脏生理性杂音,合并症/并发症,3
P39.900,特发于围生期的感染,P07.101,低出生体重儿（1500-2499克）,合并症/并发症,12
P39.900,特发于围生期的感染,P07.300,早产婴儿，其他的,合并症/并发症,9
P39.900,特发于围生期的感染,P07.300x021,"早产儿(孕期等于或大于32整周,但小于37整周)",合并症/并发症,5
P39.900,特发于围生期的感染,P15.300,眼的产伤,合并症/并发症,6
P39.900,特发于围生期的感染,P15.901,新生儿挤压综合征,合并症/并发症,7
P39.900,特发于围生期的感染,P23.900,先天性肺炎,合并症/并发症,8
P39.900,特发于围生期的感染,P29.400,新生儿短暂性心肌缺血,合并症/并发症,24
P39.900,特发于围生期的感染,P29.401,新生儿缺血缺氧性心肌损害,合并症/并发症,18
P39.900,特发于围生期的感染,P54.800x002,新生儿结膜出血,合并症/并发症,3
P39.900,特发于围生期的感染,P54.801,新生儿视网膜出血,合并症/并发症,3
P39.900,特发于围生期的感染,P59.000,与早产有关的新生儿黄疸,严重合并症/并发症,13
P39.900,特发于围生期的感染,P61.100,新生儿红细胞增多症,合并症/并发症,7
P39.900,特发于围生期的感染,P61.401,新生儿贫血,合并症/并发症,20
P39.900,特发于围生期的感染,P61.601,新生儿低凝血酶原血症,合并症/并发症,5
P39.900,特发于围生期的感染,P70.400x001,新生儿低血糖症,合并症/并发症,8
P39.900,特发于围生期的感染,Q21.101,中央型房间隔缺损(卵圆孔型),严重合并症/并发症,40
P39.900,特发于围生期的感染,Q25.000,动脉导管未闭,严重合并症/并发症,5
P55.101,新生儿ABO溶血性黄疸,P07.300,早产婴儿，其他的,合并症/并发症,4
P55.101,新生儿ABO溶血性黄疸,P15.300,眼的产伤,合并症/并发症,4
P55.101,新生儿ABO溶血性黄疸,P15.901,新生儿挤压综合征,合并症/并发症,3
P55.101,新生儿ABO溶血性黄疸,P39.300,新生儿泌尿道感染,严重合并症/并发症,11
P55.101,新生儿ABO溶血性黄疸,P39.900,特发于围生期的感染,合并症/并发症,8
P55.101,新生儿ABO溶血性黄疸,P55.101,新生儿ABO溶血性黄疸,严重合并症/并发症,22
P55.101,新生儿ABO溶血性黄疸,P55.102,新生儿ABO溶血性贫血,严重合并症/并发症,20
P55.101,新生儿ABO溶血性黄疸,P78.300x001,新生儿非感染性腹泻,合并症/并发症,3
P55.101,新生儿ABO溶血性黄疸,Q21.101,中央型房间隔缺损(卵圆孔型),严重合并症/并发症,4
P55.101,新生儿ABO溶血性黄疸,Q25.000,动脉导管未闭,严重合并症/并发症,3
P58.300,红细胞增多引起的新生儿黄疸,P07.101,低出生体重儿（1500-2499克）,合并症/并发症,3
P58.300,红细胞增多引起的新生儿黄疸,P07.300,早产婴儿，其他的,合并症/并发症,4
P59.000,与早产有关的新生儿黄疸,H35.100,早产儿视网膜病,严重合并症/并发症,3
P59.000,与早产有关的新生儿黄疸,P07.100,其他低出生体重（1000-2499克）,合并症/并发症,66
P59.000,与早产有关的新生儿黄疸,P07.101,低出生体重儿（1500-2499克）,合并症/并发症,348
P59.000,与早产有关的新生儿黄疸,P07.102,低出生体重儿（1000-1499克）,合并症/并发症,11
P59.000,与早产有关的新生儿黄疸,P07.300,早产婴儿，其他的,合并症/并发症,285
P59.000,与早产有关的新生儿黄疸,P07.300x001,早产儿,合并症/并发症,12
P59.000,与早产有关的新生儿黄疸,P07.300x021,"早产儿(孕期等于或大于32整周,但小于37整周)",合并症/并发症,231
P59.000,与早产有关的新生儿黄疸,P15.300,眼的产伤,合并症/并发症,7
